PLZ To	PLZ Name	Count	percent	cups_pday	cups_pday_segment
2024	La Grande Béroche	1.7857142857142858	1.0179318881415007e-05	5	1-50
2034	Peseux	9.428571428571429	5.374680369387124e-05	26	1-50
2035	Corcelles-Cormondrèche	3.857142857142857	2.1987328783856414e-05	10	1-50
2036	Corcelles-Cormondrèche	7.142857142857143	4.071727552566003e-05	19	1-50
2043	Val-de-Ruz	3.4285714285714284	1.954429225231681e-05	9	1-50
2052	Val-de-Ruz	2.7857142857142856	1.5879737455007408e-05	8	1-50
2054	Val-de-Ruz	2.357142857142857	1.343670092346781e-05	6	1-50
2063	Val-de-Ruz	1.5714285714285714	8.957800615645206e-06	4	1-50
2068	Hauterive (NE)	17.357142857142858	9.894297952735387e-05	47	1-50
2072	Saint-Blaise	33.785714285714285	0.00019259271323637193	91	1-50
2074	La Tène	40.07142857142857	0.00022842391569895273	109	1-50
2075	La Tène	7.642857142857143	4.356748481245623e-05	21	1-50
2087	Cornaux	8.642857142857142	4.9267903386048626e-05	23	1-50
2088	Cressier (NE)	5.357142857142857	3.053795664424502e-05	15	1-50
2103	Val-de-Travers	1.7857142857142858	1.0179318881415007e-05	5	1-50
2105	Val-de-Travers	6.857142857142857	3.908858450463362e-05	19	1-50
2108	Val-de-Travers	3.0	1.710125572077721e-05	8	1-50
2112	Val-de-Travers	1.7142857142857142	9.772146126158405e-06	5	1-50
2114	Val-de-Travers	6.428571428571429	3.6645547973094024e-05	17	1-50
2126	Les Verrières	1.6428571428571428	9.364973370901806e-06	4	1-50
2206	Val-de-Ruz	4.857142857142857	2.7687747357448816e-05	13	1-50
2208	Val-de-Ruz	5.142857142857143	2.9316438378475222e-05	14	1-50
2300	La Chaux-de-Fonds	103.92857142857142	0.0005924363588983533	281	50-200
2316	Les Ponts-de-Martel	1.7857142857142858	1.0179318881415007e-05	5	1-50
2400	Le Locle	15.214285714285714	8.672779686965584e-05	41	1-50
2502	Biel/Bienne	1073.357142857143	0.006118584993240932	2907	1k-10k
2503	Biel/Bienne	757.7142857142857	0.004319288587762015	2052	200-1k
2504	Biel/Bienne	247.0	0.0014080033876773237	669	200-1k
2505	Biel/Bienne	13.357142857142858	7.614130523298425e-05	36	1-50
2512	Twann-Tüscherz	23.0	0.00013110962719262528	62	1-50
2513	Twann-Tüscherz	22.785714285714285	0.00012988810892685548	62	1-50
2514	Ligerz	17.214285714285715	9.812863401684066e-05	47	1-50
2515	Plateau de Diesse	2.642857142857143	1.506539194449421e-05	7	1-50
2518	Nods	1.8571428571428572	1.0586491636671606e-05	5	1-50
2520	La Neuveville	51.0	0.0002907213472532126	138	50-200
2523	Lignières	1.5	8.550627860388605e-06	4	1-50
2525	Le Landeron	15.785714285714286	8.998517891170866e-05	43	1-50
2532	Evilard	7.642857142857143	4.356748481245623e-05	21	1-50
2533	Evilard	13.142857142857142	7.491978696721445e-05	36	1-50
2534	Orvin	7.928571428571429	4.5196175833482634e-05	21	1-50
2536	Sauge	1.5	8.550627860388605e-06	4	1-50
2540	Grenchen	204.42857142857142	0.0011653284255443899	554	200-1k
2542	Pieterlen	47.5	0.0002707698822456392	129	1-50
2543	Lengnau (BE)	57.64285714285714	0.0003285884134920764	156	50-200
2544	Bettlach	27.42857142857143	0.0001563543380185345	74	1-50
2545	Selzach	36.57142857142857	0.0002084724506913793	99	1-50
2552	Orpund	42.857142857142854	0.00024430365315396014	116	1-50
2553	Safnern	16.42857142857143	9.364973370901807e-05	44	1-50
2554	Meinisberg	13.142857142857142	7.491978696721445e-05	36	1-50
2555	Brügg	128.78571428571428	0.0007341324777276503	349	50-200
2556	Scheuren Schwadernau	20.5	0.00011685858075864427	56	1-50
2557	Studen (BE)	94.14285714285715	0.0005366536914281992	255	50-200
2558	Aegerten	45.357142857142854	0.00025855469958794116	123	1-50
2560	Nidau	228.0	0.001299695434779068	617	200-1k
2562	Port	56.28571428571429	0.00032085213114220105	152	50-200
2563	Ipsach	83.0	0.0004731347416081695	225	50-200
2564	Bellmund	12.571428571428571	7.166240492516164e-05	34	1-50
2565	Jens	11.714285714285715	6.677633186208245e-05	32	1-50
2572	Mörigen Sutz-Lattrigen	48.92857142857143	0.00027891333735077117	133	1-50
2575	Hagneck Täuffelen	39.5	0.00022516653365689995	107	1-50
2576	Lüscherz	16.714285714285715	9.527842473004446e-05	45	1-50
2577	Finsterhennen Siselen	12.714285714285714	7.247675043567484e-05	34	1-50
2603	Péry-La Heutte	12.642857142857142	7.206957768041825e-05	34	1-50
2605	Sonceboz-Sombeval	18.714285714285715	0.00010667926187722928	51	1-50
2606	Corgémont	4.928571428571429	2.809492011270542e-05	13	1-50
2607	Cortébert	2.5714285714285716	1.4658219189237611e-05	7	1-50
2608	Cortébert Courtelary	7.571428571428571	4.316031205719963e-05	21	1-50
2610	Cormoret Saint-Imier	15.214285714285715	8.672779686965586e-05	41	1-50
2612	Cormoret	4.785714285714286	2.7280574602192216e-05	13	1-50
2613	Villeret	6.0	3.420251144155442e-05	16	1-50
2710	Tavannes	20.928571428571427	0.00011930161729018387	57	1-50
2720	Tavannes Tramelan	12.0	6.840502288310884e-05	32	1-50
2732	Loveresse Reconvilier Saicourt Saules (BE)	17.714285714285715	0.00010097884330363688	48	1-50
2733	Valbirse	2.2857142857142856	1.3029528168211207e-05	6	1-50
2735	Champoz Valbirse	11.357142857142858	6.474046808579944e-05	31	1-50
2738	Court	4.714285714285714	2.687340184693562e-05	13	1-50
2740	Moutier	39.285714285714285	0.00022394501539113013	106	1-50
2744	Belprahon	4.285714285714286	2.4430365315396015e-05	12	1-50
2745	Grandval	1.9285714285714286	1.0993664391928207e-05	5	1-50
2746	Crémines	2.7857142857142856	1.5879737455007408e-05	8	1-50
2800	Delémont	74.07142857142857	0.0004222381472010945	201	50-200
2802	Develier	2.857142857142857	1.6286910210264012e-05	8	1-50
2812	Movelier	1.7142857142857142	9.772146126158405e-06	5	1-50
2822	Courroux	8.285714285714286	4.723203960976563e-05	22	1-50
2824	Val Terbi	3.642857142857143	2.0765810518086612e-05	10	1-50
2827	Mervelier Schelten	1.8571428571428572	1.0586491636671606e-05	5	1-50
2830	Courrendlin Vellerat	7.928571428571429	4.5196175833482634e-05	21	1-50
2852	Courtételle	7.571428571428571	4.316031205719963e-05	21	1-50
2853	Haute-Sorne	4.642857142857143	2.6466229091679018e-05	13	1-50
2854	Haute-Sorne	8.5	4.845355787553543e-05	23	1-50
2855	Haute-Sorne	1.7142857142857142	9.772146126158405e-06	5	1-50
2882	Clos du Doubs	3.4285714285714284	1.954429225231681e-05	9	1-50
2900	Porrentruy	20.142857142857146	0.00011482271698236129	55	1-50
2915	Bure	1.7142857142857142	9.772146126158405e-06	5	1-50
2926	Boncourt	2.5714285714285716	1.4658219189237611e-05	7	1-50
2942	Alle	2.4285714285714284	1.3843873678724408e-05	7	1-50
2950	Courgenay	6.571428571428571	3.7459893483607225e-05	18	1-50
3004	Bern	905.6428571428571	0.005162543363898434	2453	200-1k
3005	Bern	2466.3571428571427	0.014059268066255149	6679	1k-10k
3006	Bern	2465.214285714286	0.014052753302171045	6676	1k-10k
3007	Bern	9048.285714285714	0.05157901594488509	24503	1k-10k
3008	Bern	14252.57142857143	0.081245622892881	38596	10k-100k
3010	Bern	511.5	0.0029157641003925146	1385	200-1k
3011	Bern	17504.428571428572	0.09978256974869298	47403	10k-100k
3012	Bern	16545.357142857145	0.09431546116386261	44805	10k-100k
3013	Bern	2046.5	0.011665906610856855	5542	1k-10k
3014	Bern	3060.3571428571427	0.017445316698969038	8288	1k-10k
3015	Bern	123.14285714285715	0.0007019658300623789	333	50-200
3018	Bern	3129.6428571428573	0.01784027427156794	8475	1k-10k
3019	Bern	119.64285714285715	0.0006820143650548055	324	50-200
3020	Bern	196.57142857142858	0.001120539422466164	532	50-200
3027	Bern	2687.428571428571	0.015319467743774327	7278	1k-10k
3032	Wohlen bei Bern	590.0714285714286	0.003363654131174775	1598	200-1k
3033	Wohlen bei Bern	160.21428571428572	0.0009132884900405544	434	50-200
3034	Wohlen bei Bern	36.92857142857143	0.00021050831446766234	100	1-50
3035	Seedorf (BE)	2.142857142857143	1.2215182657698007e-05	6	1-50
3036	Radelfingen	25.214285714285715	0.0001437319826055799	68	1-50
3037	Kirchlindach	455.9285714285714	0.0025989836968028793	1235	200-1k
3038	Kirchlindach	368.07142857142856	0.002098161207837261	997	200-1k
3042	Meikirch	148.42857142857142	0.0008461049854232152	402	50-200
3043	Wohlen bei Bern	467.2142857142857	0.0026633169921334225	1265	200-1k
3045	Meikirch	102.07142857142858	0.0005818498672616818	276	50-200
3046	Meikirch	14.428571428571429	8.224889656183325e-05	39	1-50
3047	Bremgarten bei Bern	827.7857142857142	0.00471872506066874	2242	200-1k
3048	Ittigen	1355.357142857143	0.00772610303099399	3670	1k-10k
3049	Wohlen bei Bern	55.42857142857143	0.0003159660580791218	150	50-200
3052	Zollikofen	2750.285714285714	0.015677779768400135	7448	1k-10k
3053	Deisswil bei Münchenbuchsee Diemerswil Münchenbuchsee Rapperswil (BE) Wiggiswil	1344.9285714285716	0.007666655808726527	3642	1k-10k
3054	Schüpfen	333.85714285714283	0.0019031254580693495	904	200-1k
3063	Ittigen	1763.857142857143	0.010054724018306488	4777	1k-10k
3065	Bolligen	540.7857142857142	0.00308270493004772	1464	200-1k
3066	Stettlen	232.07142857142856	0.0013229042818286942	628	200-1k
3067	Vechigen	266.7857142857143	0.001520790240883402	722	200-1k
3068	Vechigen	27.714285714285715	0.0001579830290395609	75	1-50
3072	Ostermundigen	1427.5	0.008137347513803156	3866	1k-10k
3073	Muri bei Bern	752.7142857142858	0.004290786494894054	2038	200-1k
3074	Muri bei Bern	520.6428571428571	0.002967882213065359	1410	200-1k
3075	Worb	178.14285714285714	0.001015488851609961	482	50-200
3076	Worb	336.2142857142857	0.0019165621589928175	910	200-1k
3077	Worb	10.5	5.9854395022720236e-05	28	1-50
3078	Worb	32.142857142857146	0.00018322773986547013	87	1-50
3082	Grosshöchstetten	23.78571428571429	0.0001355885275004479	64	1-50
3083	Münsingen	30.28571428571429	0.00017264124822879853	82	1-50
3084	Köniz	2522.428571428571	0.01437889867913158	6831	1k-10k
3086	Wald (BE)	51.285714285714285	0.000292350038274239	139	50-200
3087	Niedermuhlern	20.0	0.00011400837147184807	54	1-50
3088	Rüeggisberg	38.07142857142857	0.00021702307855176793	103	1-50
3089	Rüeggisberg	9.5	5.4153976449127834e-05	26	1-50
3095	Köniz	402.2857142857143	0.0022931969576051726	1089	200-1k
3096	Oberbalm	13.5	7.695565074349744e-05	37	1-50
3097	Köniz	3123.2142857142853	0.017803628723594846	8458	1k-10k
3098	Köniz	1490.0	0.008493623674652681	4035	1k-10k
3099	Riggisberg	5.357142857142857	3.053795664424502e-05	15	1-50
3110	Münsingen	1162.857142857143	0.006628772455577452	3149	1k-10k
3111	Münsingen	41.0	0.00023371716151728854	111	1-50
3112	Allmendingen	96.0	0.0005472401830648707	260	50-200
3113	Rubigen	337.42857142857144	0.0019234840958321797	914	200-1k
3114	Wichtrach	325.64285714285717	0.0018563005912148407	882	200-1k
3115	Gerzensee	53.07142857142857	0.00030252935715565396	144	50-200
3116	Kirchdorf (BE)	58.214285714285715	0.00033184579553412923	158	50-200
3122	Kehrsatz	1315.0714285714287	0.007496457597029268	3561	1k-10k
3123	Belp	2695.3571428571427	0.015364663919607809	7299	1k-10k
3124	Belp	43.0	0.0002451179986644734	116	1-50
3125	Toffen	461.6428571428571	0.0026315575172234074	1250	200-1k
3126	Kaufdorf Kirchdorf (BE)	199.0	0.0011343832961448882	539	50-200
3127	Lohnstorf Mühlethurnen	169.35714285714286	0.0009654066027133992	459	50-200
3128	Kirchenthurnen Rümligen	158.35714285714286	0.0009027019984038828	429	50-200
3132	Riggisberg	84.5	0.0004816853694685581	229	50-200
3144	Köniz	267.5	0.0015248619684359679	724	200-1k
3145	Köniz	320.2857142857143	0.0018257626345705956	867	200-1k
3147	Köniz	128.92857142857142	0.0007349468232381634	349	50-200
3148	Schwarzenburg	139.42857142857142	0.0007948012182608837	378	50-200
3150	Schwarzenburg	379.0714285714286	0.002160865812146778	1027	200-1k
3152	Schwarzenburg	40.07142857142857	0.00022842391569895273	109	1-50
3153	Rüschegg	8.285714285714286	4.723203960976563e-05	22	1-50
3154	Rüschegg	22.0	0.00012540920861903287	60	1-50
3155	Rüeggisberg	14.428571428571429	8.224889656183325e-05	39	1-50
3156	Guggisberg	3.5714285714285716	2.0358637762830015e-05	10	1-50
3157	Schwarzenburg	6.5	3.705272072835062e-05	18	1-50
3158	Guggisberg	10.5	5.9854395022720236e-05	28	1-50
3172	Köniz	549.5	0.003132380006189026	1488	200-1k
3173	Köniz	156.42857142857142	0.0008917083340119546	424	50-200
3174	Köniz	291.7142857142857	0.0016628935324679555	790	200-1k
3175	Wünnewil-Flamatt	410.5	0.002340021824459682	1112	200-1k
3176	Neuenegg	552.8571428571429	0.003151517125686086	1497	200-1k
3177	Laupen	296.07142857142856	0.001687731070538608	802	200-1k
3178	Bösingen	174.2857142857143	0.0009935015228261048	472	50-200
3179	Kriechenwil	11.071428571428571	6.311177706477304e-05	30	1-50
3182	Ueberstorf	142.28571428571428	0.0008110881284711476	385	50-200
3183	Schwarzenburg	24.071428571428573	0.0001372172185214743	65	1-50
3184	Wünnewil-Flamatt	240.7142857142857	0.0013721721852147427	652	200-1k
3185	Schmitten (FR)	198.5	0.0011315330868580922	538	50-200
3186	Düdingen	525.5	0.002995569960422808	1423	200-1k
3202	Frauenkappelen	66.0	0.00037622762585709865	179	50-200
3203	Mühleberg	64.0	0.00036482678870991385	173	50-200
3204	Mühleberg	44.92857142857142	0.00025611166305640156	122	1-50
3205	Mühleberg	135.35714285714286	0.0007715923712112576	367	50-200
3206	Ferenbalm Gurmels	74.5	0.0004246811837326341	202	50-200
3207	Golaten Wileroltigen	20.0	0.00011400837147184807	54	1-50
3208	Gurbrü	53.92857142857143	0.0003074154302187332	146	50-200
3210	Kerzers	554.9285714285714	0.0031633251355885276	1503	200-1k
3212	Gurmels	47.285714285714285	0.00026954836397986934	128	1-50
3213	Gurmels Kleinbösingen	10.142857142857142	5.7818531246437236e-05	27	1-50
3214	Ulmiz	3.0714285714285716	1.7508428476033814e-05	8	1-50
3215	Gempenach Murten	10.285714285714286	5.8632876756950444e-05	28	1-50
3216	Ried bei Kerzers	103.85714285714286	0.0005920291861430968	281	50-200
3225	Müntschemier	79.42857142857143	0.0004527761038453395	215	50-200
3226	Treiten	20.857142857142858	0.00011889444453492728	56	1-50
3232	Ins	288.2142857142857	0.001642942067460382	780	200-1k
3233	Tschugg	12.214285714285714	6.962654114887864e-05	33	1-50
3234	Vinelz	44.42857142857143	0.0002532614537696054	120	1-50
3235	Erlach	40.357142857142854	0.00023005260671997912	109	1-50
3236	Gampelen	71.64285714285714	0.00040839427352237003	194	50-200
3237	Brüttelen	9.642857142857142	5.4968321959641035e-05	26	1-50
3238	Gals	23.142857142857142	0.00013192397270313848	63	1-50
3250	Lyss	923.9285714285714	0.005266779589244124	2502	200-1k
3251	Rapperswil (BE) Wengi	29.71428571428571	0.0001693838661867457	80	1-50
3252	Worben	78.92857142857143	0.0004499258945585433	214	50-200
3253	Schnottwil	18.071428571428573	0.00010301470707991987	49	1-50
3254	Messen	30.928571428571427	0.0001763058030261079	84	1-50
3255	Rapperswil (BE)	18.785714285714285	0.00010708643463248587	51	1-50
3256	Rapperswil (BE)	43.92857142857143	0.0002504112444828092	119	1-50
3257	Grossaffoltern	77.64285714285714	0.00044259678496392444	210	50-200
3262	Grossaffoltern	84.07142857142857	0.0004792423329370185	228	50-200
3263	Büetigen	47.42857142857143	0.0002703627094903826	128	1-50
3264	Diessbach bei Büren	17.571428571428573	0.00010016449779312367	48	1-50
3266	Seedorf (BE)	47.285714285714285	0.00026954836397986934	128	1-50
3267	Seedorf (BE)	57.57142857142858	0.00032818124073681984	156	50-200
3268	Seedorf (BE)	14.571428571428573	8.306324207234646e-05	39	1-50
3270	Aarberg	267.42857142857144	0.0015244547956807114	724	200-1k
3271	Radelfingen	13.857142857142858	7.899151451978045e-05	38	1-50
3272	Epsach Walperswil	23.357142857142854	0.00013314549096890826	63	1-50
3273	Kappelen	51.71428571428571	0.00029479307480577855	140	50-200
3274	Bühl Hermrigen Merzligen	8.785714285714285	5.008224889656183e-05	24	1-50
3280	Greng Meyriez Murten	813.0	0.004634440300330624	2202	200-1k
3282	Bargen (BE)	45.07142857142857	0.00025692600856691474	122	1-50
3283	Kallnach	78.5	0.0004474828580270037	213	50-200
3284	Fräschels	26.428571428571427	0.00015065391944494208	72	1-50
3285	Galmiz	100.07142857142857	0.0005704490301144969	271	50-200
3286	Muntelier	82.5	0.0004702845323213733	223	50-200
3292	Lyss	103.42857142857143	0.0005895861496115572	280	50-200
3293	Dotzigen	18.5	0.00010545774361145947	50	1-50
3294	Büren an der Aare Meienried	94.14285714285714	0.0005366536914281991	255	50-200
3295	Rüti bei Büren	11.071428571428573	6.311177706477305e-05	30	1-50
3296	Arch	12.285714285714286	7.003371390413526e-05	33	1-50
3297	Leuzigen	9.0	5.130376716233163e-05	24	1-50
3298	Oberwil bei Büren	9.214285714285714	5.252528542810143e-05	25	1-50
3302	Moosseedorf	648.9285714285714	0.0036991644815062134	1757	200-1k
3303	Jegenstorf Zuzwil (BE)	408.14285714285717	0.002326585123536214	1105	200-1k
3305	Iffwil Jegenstorf	3.357142857142857	1.9137119497060213e-05	9	1-50
3306	Fraubrunnen	5.5	3.135230215475822e-05	15	1-50
3307	Messen	4.357142857142857	2.4837538070652615e-05	12	1-50
3308	Fraubrunnen	101.35714285714286	0.0005777781397091158	274	50-200
3309	Fraubrunnen Kernenried	76.07142857142857	0.0004336389843482793	206	50-200
3312	Fraubrunnen	110.78571428571428	0.000631524943402987	300	50-200
3313	Fraubrunnen	21.214285714285715	0.00012093030831121028	57	1-50
3314	Fraubrunnen	13.0	7.410544145670124e-05	35	1-50
3315	Bätterkinden	147.28571428571428	0.0008395902213391097	399	50-200
3317	Fraubrunnen	17.0	9.690711575107086e-05	46	1-50
3322	Mattstetten Urtenen-Schönbühl	1356.0	0.007729767585791299	3672	1k-10k
3323	Bäriswil	30.857142857142858	0.0001758986302708513	84	1-50
3324	Hindelbank Mötschwil	223.0	0.001271193341911106	604	200-1k
3325	Krauchthal	19.357142857142858	0.00011034381667453867	52	1-50
3326	Krauchthal	53.142857142857146	0.00030293652991091063	144	50-200
3360	Herzogenbuchsee	296.7142857142857	0.0016913956253359174	804	200-1k
3362	Niederönz	52.64285714285714	0.00030008632062411436	143	50-200
3363	Herzogenbuchsee	26.28571428571429	0.0001498395739344289	71	1-50
3365	Seeberg	21.5	0.0001225589993322367	58	1-50
3366	Bettenhausen	26.0	0.00014821088291340248	70	1-50
3367	Ochlenberg Thörigen	17.571428571428573	0.00010016449779312367	48	1-50
3368	Bleienbach	8.142857142857142	4.6417694099252425e-05	22	1-50
3372	Heimenhausen	5.071428571428571	2.8909265623218618e-05	14	1-50
3373	Heimenhausen	16.5	9.405690646427466e-05	45	1-50
3374	Wangenried	5.714285714285714	3.2573820420528024e-05	15	1-50
3375	Inkwil	9.428571428571429	5.374680369387124e-05	26	1-50
3376	Berken Graben	6.571428571428571	3.7459893483607225e-05	18	1-50
3377	Walliswil bei Wangen	3.5714285714285716	2.0358637762830015e-05	10	1-50
3380	Walliswil bei Niederbipp Wangen an der Aare	44.64285714285714	0.00025448297203537514	121	1-50
3400	Burgdorf	1623.142857142857	0.009252593690450985	4396	1k-10k
3412	Heimiswil	20.642857142857146	0.00011767292626915749	56	1-50
3413	Heimiswil	2.142857142857143	1.2215182657698007e-05	6	1-50
3414	Oberburg	173.5	0.0009890226225182821	470	50-200
3415	Hasle bei Burgdorf Rüegsau	203.0	0.001157184970439258	550	200-1k
3416	Affoltern im Emmental	10.0	5.7004185735924035e-05	27	1-50
3417	Rüegsau	20.214285714285715	0.00011522988973761788	55	1-50
3418	Rüegsau	7.071428571428571	4.0310102770403426e-05	19	1-50
3421	Oberburg Rüti bei Lyssach	314.92857142857144	0.0017952246779263507	853	200-1k
3422	Kirchberg (BE) Rüdtligen-Alchenflüh	404.5	0.0023058193130181272	1095	200-1k
3423	Ersigen	46.785714285714285	0.0002666981546930732	127	1-50
3424	Ersigen	22.0	0.00012540920861903287	60	1-50
3425	Koppigen Willadingen	60.142857142857146	0.0003428394599260574	163	50-200
3426	Aefligen	16.714285714285715	9.527842473004446e-05	45	1-50
3427	Utzenstorf	219.5	0.0012512418769035326	594	200-1k
3428	Wiler bei Utzenstorf	31.357142857142858	0.00017874883955764753	85	1-50
3429	Hellsau Höchstetten	10.857142857142858	6.189025879900324e-05	29	1-50
3432	Lützelflüh	112.0	0.0006384468802423493	303	50-200
3433	Rüderswil	4.214285714285714	2.4023192560139417e-05	11	1-50
3434	Landiswil	3.7142857142857144	2.1172983273343213e-05	10	1-50
3435	Lützelflüh	28.5	0.0001624619293473835	77	1-50
3436	Rüderswil	86.5	0.000493086206615743	234	50-200
3437	Rüderswil	9.0	5.130376716233163e-05	24	1-50
3438	Lauperswil	4.0	2.2801674294369615e-05	11	1-50
3439	Lützelflüh	13.642857142857142	7.776999625401065e-05	37	1-50
3452	Lützelflüh	50.785714285714285	0.0002894998289874428	138	50-200
3453	Trachselwald	6.428571428571429	3.6645547973094024e-05	17	1-50
3454	Sumiswald	59.0	0.0003363246958419518	160	50-200
3455	Sumiswald	35.285714285714285	0.00020114334109676052	96	1-50
3456	Trachselwald	5.142857142857143	2.9316438378475222e-05	14	1-50
3457	Sumiswald	8.5	4.845355787553543e-05	23	1-50
3462	Affoltern im Emmental	4.785714285714286	2.7280574602192216e-05	13	1-50
3463	Affoltern im Emmental	5.571428571428571	3.1759474910014816e-05	15	1-50
3464	Walterswil (BE)	2.142857142857143	1.2215182657698007e-05	6	1-50
3465	Dürrenroth	13.071428571428571	7.451261421195785e-05	35	1-50
3472	Rumendingen Wynigen	77.14285714285714	0.0004397465756771283	209	50-200
3473	Alchenstorf	13.357142857142858	7.614130523298425e-05	36	1-50
3475	Seeberg	20.357142857142858	0.00011604423524813108	55	1-50
3503	Konolfingen	18.714285714285715	0.00010667926187722928	51	1-50
3504	Niederhünigen Oberhünigen	19.357142857142858	0.00011034381667453867	52	1-50
3506	Grosshöchstetten	159.71428571428572	0.0009104382807537582	433	50-200
3507	Biglen	118.78571428571428	0.0006771282919917262	322	50-200
3508	Arni (BE)	6.285714285714286	3.583120246258082e-05	17	1-50
3510	Freimettigen Häutligen Konolfingen	449.3571428571429	0.0025615238033192722	1217	200-1k
3512	Walkringen	47.785714285714285	0.00027239857326666556	129	1-50
3513	Walkringen	6.928571428571429	3.9495757259890225e-05	19	1-50
3531	Oberthal	2.642857142857143	1.506539194449421e-05	7	1-50
3532	Mirchel Zäziwil	112.14285714285715	0.0006392612257528625	304	50-200
3533	Bowil	39.85714285714286	0.00022720239743318296	108	1-50
3534	Signau	75.71428571428572	0.0004316031205719963	205	50-200
3535	Signau	33.285714285714285	0.00018974250394957571	90	1-50
3536	Eggiwil	5.785714285714286	3.298099317578462e-05	16	1-50
3537	Eggiwil	16.07142857142857	9.161386993273505e-05	44	1-50
3538	Röthenbach im Emmental	6.2857142857142865	3.583120246258083e-05	17	1-50
3543	Lauperswil	14.285714285714285	8.143455105132005e-05	39	1-50
3550	Langnau im Emmental	454.92857142857144	0.0025932832782292873	1232	200-1k
3552	Langnau im Emmental	45.5	0.0002593690450984544	123	1-50
3553	Langnau im Emmental	3.4285714285714284	1.954429225231681e-05	9	1-50
3555	Trubschachen	57.28571428571429	0.0003265525497157934	155	50-200
3556	Trub	2.7142857142857144	1.547256469975081e-05	7	1-50
3600	Thun	2008.0714285714287	0.011446847668528803	5438	1k-10k
3603	Thun	67.92857142857143	0.00038722129024902684	184	50-200
3604	Thun	522.2857142857143	0.0029772471864362615	1414	200-1k
3608	Thun	84.07142857142857	0.0004792423329370185	228	50-200
3612	Steffisburg	365.6428571428571	0.0020843173341585364	990	200-1k
3613	Steffisburg	292.35714285714283	0.0016665580872652647	792	200-1k
3614	Unterlangenegg	4.857142857142858	2.768774735744882e-05	13	1-50
3615	Buchholterberg	10.928571428571429	6.229743155425985e-05	30	1-50
3616	Unterlangenegg	2.0	1.1400837147184808e-05	5	1-50
3617	Fahrni	9.357142857142858	5.333963093861464e-05	25	1-50
3624	Schwendibach Thun	3.2142857142857144	1.8322773986547012e-05	9	1-50
3625	Heiligenschwendi	6.785714285714286	3.868141174937702e-05	18	1-50
3626	Hilterfingen	106.5	0.000607094578087591	288	50-200
3627	Heimberg	220.35714285714283	0.0012561279499666116	597	200-1k
3628	Uttigen	81.92857142857143	0.0004670271502793205	222	50-200
3629	Jaberg Kiesen Oppligen	115.07142857142857	0.0006559553087183831	312	50-200
3631	Stocken-Höfen	9.0	5.130376716233163e-05	24	1-50
3632	Stocken-Höfen	2.5714285714285716	1.4658219189237611e-05	7	1-50
3633	Amsoldingen	12.714285714285714	7.247675043567484e-05	34	1-50
3634	Thierachern	40.21428571428571	0.0002292382612094659	109	1-50
3635	Uebeschi	10.0	5.7004185735924035e-05	27	1-50
3636	Forst-Längenbühl	10.357142857142858	5.904004951220704e-05	28	1-50
3638	Blumenstein Pohlern	15.642857142857142	8.917083340119546e-05	42	1-50
3645	Spiez Zwieselberg	167.42857142857142	0.000954412938321471	453	50-200
3646	Spiez	30.78571428571429	0.00017549145751559472	83	1-50
3647	Reutigen	18.0	0.00010260753432466327	49	1-50
3652	Hilterfingen	96.28571428571428	0.0005488688740858971	261	50-200
3653	Oberhofen am Thunersee	27.5	0.0001567615107737911	74	1-50
3654	Sigriswil	25.928571428571427	0.0001478037101581459	70	1-50
3655	Sigriswil	9.357142857142858	5.333963093861464e-05	25	1-50
3656	Sigriswil	6.142857142857143	3.501685695206763e-05	17	1-50
3658	Sigriswil	29.571428571428573	0.00016856952067623252	80	1-50
3661	Uetendorf	272.5	0.00155336406130393	738	200-1k
3662	Seftigen	130.85714285714286	0.0007459404876300917	354	50-200
3663	Gurzelen	58.92857142857143	0.00033591752308669525	160	50-200
3664	Burgistein	110.64285714285715	0.0006307105978924738	300	50-200
3665	Wattenwil	50.42857142857143	0.0002874639652111598	137	50-200
3671	Brenzikofen Herbligen	41.85714285714286	0.00023860323458036776	113	1-50
3672	Oberdiessbach	132.5	0.0007553054610009935	359	50-200
3673	Linden	9.785714285714285	5.578266747015423e-05	27	1-50
3700	Spiez	567.3571428571429	0.003234173195003176	1536	200-1k
3702	Spiez	12.142857142857142	6.921936839362205e-05	33	1-50
3703	Aeschi bei Spiez	18.07142857142857	0.00010301470707991986	49	1-50
3704	Krattigen	22.857142857142858	0.0001302952816821121	62	1-50
3705	Spiez	61.28571428571428	0.000349354224010163	166	50-200
3706	Leissigen	36.85714285714286	0.00021010114171240575	100	1-50
3707	Därligen	32.214285714285715	0.00018363491262072672	87	1-50
3711	Aeschi bei Spiez Reichenbach im Kandertal	15.5	8.835648789068226e-05	42	1-50
3713	Reichenbach im Kandertal	53.214285714285715	0.0003033437026661672	144	50-200
3714	Frutigen Reichenbach im Kandertal	150.21428571428572	0.0008562843043046304	407	50-200
3715	Adelboden	27.0	0.00015391130148699489	73	1-50
3716	Kandergrund	12.785714285714285	7.288392319093144e-05	35	1-50
3717	Kandergrund	7.928571428571429	4.5196175833482634e-05	21	1-50
3718	Kandersteg	35.35714285714286	0.00020155051385201716	96	1-50
3722	Reichenbach im Kandertal	4.642857142857143	2.6466229091679018e-05	13	1-50
3725	Frutigen	2.7857142857142856	1.5879737455007408e-05	8	1-50
3752	Wimmis	68.85714285714286	0.00039251453606736265	186	50-200
3753	Diemtigen	1.5714285714285714	8.957800615645206e-06	4	1-50
