PLZ To	PLZ Name	Count	percent	cups_pday	cups_pday_segment
3754	Diemtigen	4.857142857142857	2.7687747357448816e-05	13	1-50
3755	Diemtigen	2.5	1.4251046433981009e-05	7	1-50
3756	Diemtigen	1.7142857142857142	9.772146126158405e-06	5	1-50
3758	Erlenbach im Simmental	15.071428571428571	8.591345135914265e-05	41	1-50
3762	Erlenbach im Simmental	36.57142857142857	0.0002084724506913793	99	1-50
3763	Därstetten	3.5714285714285716	2.0358637762830015e-05	10	1-50
3764	Därstetten	9.857142857142858	5.618984022541084e-05	27	1-50
3765	Oberwil im Simmental	14.142857142857142	8.062020554080685e-05	38	1-50
3766	Boltigen	14.857142857142856	8.469193309337285e-05	40	1-50
3770	Zweisimmen	45.714285714285715	0.0002605905633642242	124	1-50
3771	Zweisimmen	1.9285714285714286	1.0993664391928207e-05	5	1-50
3772	St. Stephan	2.857142857142857	1.6286910210264012e-05	8	1-50
3775	Lenk	17.642857142857142	0.00010057167054838026	48	1-50
3776	Zweisimmen	1.5	8.550627860388605e-06	4	1-50
3777	Saanen	2.4285714285714284	1.3843873678724408e-05	7	1-50
3778	Saanen	4.0	2.2801674294369615e-05	11	1-50
3780	Saanen	11.357142857142858	6.474046808579944e-05	31	1-50
3792	Saanen	6.928571428571429	3.9495757259890225e-05	19	1-50
3800	Beatenberg Interlaken Matten bei Interlaken Unterseen	667.5	0.0038050293978729296	1808	200-1k
3803	Beatenberg	9.071428571428571	5.171093991758823e-05	25	1-50
3804	Habkern	4.142857142857143	2.3616019804882817e-05	11	1-50
3805	Ringgenberg (BE)	55.0	0.0003135230215475822	149	50-200
3806	Bönigen	25.142857142857146	0.00014332480985032332	68	1-50
3807	Iseltwald	4.5	2.5651883581165816e-05	12	1-50
3812	Wilderswil	34.785714285714285	0.00019829313180996433	94	1-50
3814	Gsteigwiler	5.642857142857143	3.216664766527142e-05	15	1-50
3818	Grindelwald	22.714285714285715	0.0001294809361715989	62	1-50
3822	Lauterbrunnen	21.785714285714285	0.00012418769035326308	59	1-50
3824	Lauterbrunnen	1.8571428571428572	1.0586491636671606e-05	5	1-50
3852	Ringgenberg (BE)	43.42857142857143	0.00024756103519601297	118	1-50
3853	Niederried bei Interlaken	2.4285714285714284	1.3843873678724408e-05	7	1-50
3854	Oberried am Brienzersee	2.7857142857142856	1.5879737455007408e-05	8	1-50
3855	Brienz (BE) Schwanden bei Brienz	21.642857142857142	0.00012337334484274987	59	1-50
3858	Hofstetten bei Brienz	1.7857142857142858	1.0179318881415007e-05	5	1-50
3860	Meiringen Schattenhalb	14.857142857142858	8.469193309337285e-05	40	1-50
3900	Brig-Glis	359.92857142857144	0.0020517435137380087	975	200-1k
3902	Brig-Glis	113.71428571428572	0.0006482190263685076	308	50-200
3903	Naters	27.357142857142858	0.0001559471652632779	74	1-50
3904	Naters	217.28571428571428	0.001238619521490578	588	200-1k
3905	Saas-Almagell	2.2142857142857144	1.262235541295461e-05	6	1-50
3906	Saas-Fee	17.0	9.690711575107086e-05	46	1-50
3907	Simplon Zwischbergen	14.142857142857142	8.062020554080685e-05	38	1-50
3910	Saas-Grund	22.714285714285715	0.0001294809361715989	62	1-50
3914	Naters	8.785714285714285	5.008224889656183e-05	24	1-50
3916	Ferden	5.785714285714286	3.298099317578462e-05	16	1-50
3917	Ferden Kippel	16.142857142857142	9.202104268799166e-05	44	1-50
3918	Wiler (Lötschen)	11.714285714285715	6.677633186208245e-05	32	1-50
3919	Blatten	2.5714285714285716	1.4658219189237611e-05	7	1-50
3920	Zermatt	59.78571428571429	0.00034080359614977444	162	50-200
3922	Eisten Embd Stalden (VS)	18.57142857142857	0.00010586491636671606	50	1-50
3923	Törbel	4.785714285714286	2.7280574602192216e-05	13	1-50
3924	St. Niklaus	12.142857142857142	6.921936839362205e-05	33	1-50
3925	Grächen	8.357142857142858	4.763921236502223e-05	23	1-50
3929	Täsch	3.4285714285714284	1.954429225231681e-05	9	1-50
3930	Visp	211.78571428571428	0.0012072672193358196	574	200-1k
3931	Lalden	8.5	4.845355787553543e-05	23	1-50
3932	Visperterminen	12.214285714285714	6.962654114887864e-05	33	1-50
3935	Bürchen	1.9285714285714286	1.0993664391928207e-05	5	1-50
3937	Baltschieder	19.285714285714285	0.00010993664391928207	52	1-50
3938	Ausserberg	7.857142857142857	4.478900307822603e-05	21	1-50
3939	Eggerberg	3.7857142857142856	2.1580156028599813e-05	10	1-50
3940	Steg-Hohtenn	16.857142857142858	9.609277024055767e-05	46	1-50
3942	Niedergesteln Raron	56.85714285714286	0.0003241095131842538	154	50-200
3943	Eischoll	2.0714285714285716	1.1808009902441408e-05	6	1-50
3945	Gampel-Bratsch	10.214285714285715	5.822570400169384e-05	28	1-50
3946	Turtmann-Unterems	15.142857142857142	8.632062411439925e-05	41	1-50
3951	Agarn	2.0	1.1400837147184808e-05	5	1-50
3952	Leuk	33.857142857142854	0.00019299988599162852	92	1-50
3953	Inden Leuk Varen	15.071428571428571	8.591345135914265e-05	41	1-50
3954	Leukerbad	7.285714285714286	4.1531621036173224e-05	20	1-50
3957	Gampel-Bratsch Leuk	1.7857142857142858	1.0179318881415007e-05	5	1-50
3960	Anniviers Crans-Montana Sierre	71.14285714285714	0.0004055440642355738	193	50-200
3961	Anniviers	3.9285714285714284	2.2394501539113015e-05	11	1-50
3963	Crans-Montana	5.142857142857143	2.9316438378475222e-05	14	1-50
3965	Chippis	2.7142857142857144	1.547256469975081e-05	7	1-50
3966	Chalais	4.142857142857143	2.3616019804882817e-05	11	1-50
3967	Chalais	1.5714285714285714	8.957800615645206e-06	4	1-50
3968	Veyras	2.142857142857143	1.2215182657698007e-05	6	1-50
3970	Salgesch	6.142857142857143	3.501685695206763e-05	17	1-50
3977	Sierre	1.7142857142857142	9.772146126158405e-06	5	1-50
3978	Lens	1.5	8.550627860388605e-06	4	1-50
3979	Grône	4.071428571428571	2.3208847049626213e-05	11	1-50
3982	Bitsch	14.071428571428573	8.021303278555026e-05	38	1-50
3983	Bister Mörel-Filet Riederalp	13.5	7.695565074349744e-05	37	1-50
3984	Fiesch Fieschertal	12.5	7.125523216990504e-05	34	1-50
3985	Goms	3.7857142857142856	2.1580156028599813e-05	10	1-50
3986	Riederalp	2.0714285714285716	1.1808009902441408e-05	6	1-50
3987	Riederalp	6.571428571428571	3.7459893483607225e-05	18	1-50
3989	Goms	3.642857142857143	2.0765810518086612e-05	10	1-50
3991	Bettmeralp	2.357142857142857	1.343670092346781e-05	6	1-50
3992	Bettmeralp	4.857142857142857	2.7687747357448816e-05	13	1-50
3993	Grengiols	5.571428571428571	3.1759474910014816e-05	15	1-50
3994	Bettmeralp Lax	7.0	3.990293001514683e-05	19	1-50
3997	Bellwald	2.5714285714285716	1.4658219189237611e-05	7	1-50
3998	Goms	3.2857142857142856	1.8729946741803612e-05	9	1-50
4001	Basel	84.78571428571428	0.00048331406048958447	230	50-200
4031	Basel	16.071428571428573	9.161386993273507e-05	44	1-50
4051	Basel	579.6428571428571	0.003304206908907311	1570	200-1k
4052	Basel	259.5	0.0014792586198472287	703	200-1k
4053	Basel	551.9285714285714	0.0031462238798677503	1495	200-1k
4054	Basel	81.14285714285714	0.0004625482499714979	220	50-200
4055	Basel	103.71428571428572	0.0005912148406325836	281	50-200
4056	Basel	363.7142857142857	0.0020733236697666087	985	200-1k
4057	Basel	329.78571428571433	0.0018799166110197237	893	200-1k
4058	Basel	285.7142857142857	0.0016286910210264011	774	200-1k
4059	Basel	26.285714285714285	0.0001498395739344289	71	1-50
4102	Binningen	58.0	0.00033062427726835943	157	50-200
4103	Bottmingen	14.785714285714285	8.428476033811625e-05	40	1-50
4104	Oberwil (BL)	27.785714285714285	0.0001583902017948175	75	1-50
4105	Biel-Benken	5.357142857142858	3.0537956644245024e-05	15	1-50
4106	Therwil	25.5	0.0001453606736266063	69	1-50
4107	Ettingen	7.5	4.275313930194303e-05	20	1-50
4108	Witterswil	2.5	1.4251046433981009e-05	7	1-50
4112	Bättwil Hofstetten-Flüh	3.7142857142857144	2.1172983273343213e-05	10	1-50
4118	Rodersdorf	1.5	8.550627860388605e-06	4	1-50
4123	Allschwil	56.857142857142854	0.00032410951318425377	154	50-200
4124	Schönenbuch	2.2857142857142856	1.3029528168211207e-05	6	1-50
4125	Riehen	90.64285714285714	0.0005167022264206257	245	50-200
4127	Birsfelden	43.35714285714286	0.0002471538624407564	117	1-50
4132	Muttenz	121.57142857142857	0.0006930080294467336	329	50-200
4133	Pratteln	91.78571428571428	0.0005232169905047313	249	50-200
4142	Münchenstein	56.214285714285715	0.00032044495838694443	152	50-200
4143	Dornach	19.285714285714285	0.00010993664391928207	52	1-50
4144	Arlesheim	25.5	0.0001453606736266063	69	1-50
4147	Aesch (BL)	18.214285714285715	0.00010382905259043308	49	1-50
4153	Reinach (BL)	36.78571428571429	0.00020969396895714916	100	1-50
4202	Duggingen	1.8571428571428572	1.0586491636671606e-05	5	1-50
4203	Grellingen	2.0714285714285716	1.1808009902441408e-05	6	1-50
4208	Nunningen	1.7142857142857142	9.772146126158405e-06	5	1-50
4222	Zwingen	4.0	2.2801674294369615e-05	11	1-50
4225	Brislach	3.2857142857142856	1.8729946741803612e-05	9	1-50
4226	Breitenbach	2.7142857142857144	1.547256469975081e-05	7	1-50
4227	Büsserach	1.7142857142857142	9.772146126158405e-06	5	1-50
4242	Laufen	15.357142857142858	8.754214238016905e-05	42	1-50
4243	Dittingen	2.0	1.1400837147184808e-05	5	1-50
4246	Wahlen	1.5	8.550627860388605e-06	4	1-50
4302	Augst	3.7142857142857144	2.1172983273343213e-05	10	1-50
4303	Kaiseraugst	20.857142857142858	0.00011889444453492728	56	1-50
4310	Rheinfelden	78.92857142857143	0.0004499258945585433	214	50-200
4312	Magden	5.5	3.135230215475822e-05	15	1-50
4313	Möhlin	21.642857142857142	0.00012337334484274987	59	1-50
4314	Zeiningen	2.7857142857142856	1.5879737455007408e-05	8	1-50
4317	Wegenstetten	1.5	8.550627860388605e-06	4	1-50
4322	Mumpf	3.0714285714285716	1.7508428476033814e-05	8	1-50
4323	Wallbach	3.5714285714285716	2.0358637762830015e-05	10	1-50
4332	Stein (AG)	5.0	2.8502092867962018e-05	14	1-50
4333	Münchwilen (AG)	1.7857142857142858	1.0179318881415007e-05	5	1-50
4402	Frenkendorf	17.357142857142858	9.894297952735387e-05	47	1-50
4410	Liestal	141.42857142857142	0.0008062020554080684	383	50-200
4411	Seltisberg	3.5714285714285716	2.0358637762830015e-05	10	1-50
4412	Nuglar-St. Pantaleon	2.0714285714285716	1.1808009902441408e-05	6	1-50
4413	Büren (SO)	1.7857142857142858	1.0179318881415007e-05	5	1-50
4414	Füllinsdorf	13.928571428571429	7.939868727503705e-05	38	1-50
4415	Lausen	13.0	7.410544145670124e-05	35	1-50
4416	Bubendorf	13.642857142857142	7.776999625401065e-05	37	1-50
4417	Ziefen	3.7142857142857144	2.1172983273343213e-05	10	1-50
4419	Lupsingen	1.5714285714285714	8.957800615645206e-06	4	1-50
4422	Arisdorf	6.857142857142857	3.908858450463362e-05	19	1-50
4434	Hölstein	5.0	2.8502092867962018e-05	14	1-50
4435	Niederdorf	4.142857142857143	2.3616019804882817e-05	11	1-50
4436	Liedertswil Oberdorf (BL)	3.7857142857142856	2.1580156028599813e-05	10	1-50
4438	Langenbruck	3.142857142857143	1.791560123129041e-05	9	1-50
4441	Thürnen	3.4285714285714284	1.954429225231681e-05	9	1-50
4444	Rümlingen	2.5	1.4251046433981009e-05	7	1-50
4446	Buckten	3.2857142857142856	1.8729946741803612e-05	9	1-50
4448	Läufelfingen	4.5	2.5651883581165816e-05	12	1-50
4450	Sissach	29.214285714285715	0.00016653365689994952	79	1-50
4451	Wintersingen	1.6428571428571428	9.364973370901806e-06	4	1-50
4452	Itingen	8.071428571428571	4.601052134399583e-05	22	1-50
4455	Zunzgen	6.214285714285714	3.5424029707324225e-05	17	1-50
4456	Tenniken	1.9285714285714286	1.0993664391928207e-05	5	1-50
4457	Diegten	4.642857142857143	2.6466229091679018e-05	13	1-50
4458	Eptingen	1.7857142857142858	1.0179318881415007e-05	5	1-50
4460	Gelterkinden	32.5	0.0001852636036417531	88	1-50
4461	Böckten	7.642857142857143	4.356748481245623e-05	21	1-50
4466	Ormalingen	8.285714285714286	4.723203960976563e-05	22	1-50
4492	Tecknau	10.142857142857142	5.7818531246437236e-05	27	1-50
4497	Rünenberg	3.2857142857142856	1.8729946741803612e-05	9	1-50
4500	Solothurn	528.2857142857143	0.0030114496978778157	1431	200-1k
4512	Bellach	50.07142857142858	0.00028542810143487683	136	50-200
4513	Langendorf	48.14285714285714	0.00027443443704294854	130	1-50
4514	Lommiswil	3.0	1.710125572077721e-05	8	1-50
4522	Rüttenen	4.714285714285714	2.687340184693562e-05	13	1-50
4528	Zuchwil	159.71428571428572	0.0009104382807537582	433	50-200
4532	Feldbrunnen-St. Niklaus	9.928571428571429	5.659701298066744e-05	27	1-50
4533	Riedholz	18.0	0.00010260753432466327	49	1-50
4534	Flumenthal	7.7857142857142865	4.438183032296943e-05	21	1-50
4536	Attiswil	7.714285714285714	4.397465756771283e-05	21	1-50
4537	Wiedlisbach	36.5	0.00020806527793612275	99	1-50
4538	Oberbipp	16.0	9.120669717747846e-05	43	1-50
4542	Luterbach	46.35714285714286	0.0002642551181615336	126	1-50
4543	Deitingen	47.28571428571429	0.0002695483639798694	128	1-50
4552	Derendingen	70.64285714285714	0.00040269385494877765	191	50-200
4553	Subingen	31.071428571428573	0.0001771201485366211	84	1-50
4554	Etziken Hüniken	10.142857142857142	5.7818531246437236e-05	27	1-50
4556	Aeschi (SO) Bolken	18.92857142857143	0.00010790078014299908	51	1-50
4557	Horriwil	6.571428571428571	3.7459893483607225e-05	18	1-50
4558	Drei Höfe	10.0	5.7004185735924035e-05	27	1-50
4562	Biberist	159.42857142857144	0.0009088095897327318	432	50-200
4563	Gerlafingen	60.214285714285715	0.00034324663268131404	163	50-200
4564	Obergerlafingen Zielebach	20.857142857142858	0.00011889444453492728	56	1-50
4565	Recherswil	32.714285714285715	0.00018648512190752294	89	1-50
4566	Halten Kriegstetten Oekingen	34.57142857142857	0.0001970716135441945	94	1-50
4571	Lüterkofen-Ichertswil	10.071428571428571	5.741135849118063e-05	27	1-50
4573	Lohn-Ammannsegg	69.21428571428572	0.0003945503998436457	187	50-200
4574	Lüsslingen-Nennigkofen	11.928571428571429	6.799785012785225e-05	32	1-50
4576	Buchegg	3.0	1.710125572077721e-05	8	1-50
4577	Buchegg	2.142857142857143	1.2215182657698007e-05	6	1-50
4581	Buchegg	12.142857142857142	6.921936839362205e-05	33	1-50
4582	Buchegg	3.357142857142857	1.9137119497060213e-05	9	1-50
4583	Buchegg	3.857142857142857	2.1987328783856414e-05	10	1-50
4586	Buchegg	14.357142857142858	8.184172380657665e-05	39	1-50
4587	Buchegg	4.714285714285714	2.687340184693562e-05	13	1-50
4588	Buchegg Messen Unterramsern	3.4285714285714284	1.954429225231681e-05	9	1-50
4600	Olten	1073.7142857142858	0.006120620857017215	2908	1k-10k
4612	Wangen bei Olten	57.07142857142858	0.0003253310314500236	155	50-200
4613	Rickenbach (SO)	13.142857142857142	7.491978696721445e-05	36	1-50
4614	Hägendorf	39.14285714285714	0.00022313066988061692	106	1-50
4616	Kappel (SO)	23.571428571428573	0.00013436700923467808	64	1-50
4617	Gunzgen	10.5	5.9854395022720236e-05	28	1-50
4618	Boningen	12.428571428571429	7.084805941464845e-05	34	1-50
4622	Egerkingen	41.92857142857143	0.00023901040733562435	114	1-50
4623	Neuendorf	24.285714285714285	0.0001384387367872441	66	1-50
4624	Härkingen	20.642857142857142	0.00011767292626915747	56	1-50
4625	Oberbuchsiten	14.857142857142858	8.469193309337285e-05	40	1-50
4626	Niederbuchsiten	3.642857142857143	2.0765810518086612e-05	10	1-50
4628	Wolfwil	12.5	7.125523216990504e-05	34	1-50
4629	Fulenbach	9.214285714285715	5.252528542810144e-05	25	1-50
4632	Trimbach	65.64285714285714	0.0003741917620808156	178	50-200
4633	Hauenstein-Ifenthal	1.6428571428571428	9.364973370901806e-06	4	1-50
4634	Wisen (SO)	1.9285714285714286	1.0993664391928207e-05	5	1-50
4652	Winznau	15.214285714285714	8.672779686965584e-05	41	1-50
4653	Obergösgen	13.357142857142858	7.614130523298425e-05	36	1-50
4654	Lostorf	23.857142857142858	0.0001359957002557045	65	1-50
4655	Rohr (SO) Stüsslingen	1.7857142857142858	1.0179318881415007e-05	5	1-50
4656	Starrkirch-Wil	13.0	7.410544145670124e-05	35	1-50
4657	Dulliken	35.57142857142857	0.0002027720321177869	96	1-50
4658	Däniken	23.214285714285715	0.0001323311454583951	63	1-50
4663	Aarburg	75.14285714285714	0.0004283457385299435	203	50-200
4665	Oftringen	109.78571428571429	0.0006258245248293947	297	50-200
4702	Oensingen	66.21428571428571	0.0003774491441228684	179	50-200
4703	Kestenholz	6.857142857142857	3.908858450463362e-05	19	1-50
4704	Niederbipp Wolfisberg	53.642857142857146	0.0003057867391977068	145	50-200
4710	Balsthal	35.285714285714285	0.00020114334109676052	96	1-50
4712	Laupersdorf	9.0	5.130376716233163e-05	24	1-50
4713	Matzendorf	1.5	8.550627860388605e-06	4	1-50
4716	Gänsbrunnen Welschenrohr	1.5	8.550627860388605e-06	4	1-50
4717	Mümliswil-Ramiswil	3.7857142857142856	2.1580156028599813e-05	10	1-50
4800	Zofingen	257.2142857142857	0.0014662290916790176	697	200-1k
4802	Strengelbach	21.92857142857143	0.00012500203586377628	59	1-50
4803	Vordemwald	14.785714285714286	8.428476033811626e-05	40	1-50
4805	Brittnau	25.357142857142858	0.0001445463281160931	69	1-50
4806	Wikon	13.285714285714286	7.573413247772766e-05	36	1-50
4812	Zofingen	2.7857142857142856	1.5879737455007408e-05	8	1-50
4813	Uerkheim	2.7857142857142856	1.5879737455007408e-05	8	1-50
4814	Bottenwil	2.857142857142857	1.6286910210264012e-05	8	1-50
4852	Rothrist	72.28571428571429	0.0004120588283196795	196	50-200
4853	Murgenthal	15.357142857142858	8.754214238016905e-05	42	1-50
4856	Murgenthal	4.357142857142857	2.4837538070652615e-05	12	1-50
4900	Langenthal	619.8571428571429	0.003533445170116777	1679	200-1k
4911	Schwarzhäusern	4.142857142857143	2.3616019804882817e-05	11	1-50
4912	Aarwangen	72.92857142857143	0.0004157233831169889	197	50-200
4913	Bannwil	6.0	3.420251144155442e-05	16	1-50
4914	Roggwil (BE)	68.78571428571429	0.0003921073633121061	186	50-200
4915	Pfaffnau	4.714285714285714	2.687340184693562e-05	13	1-50
4916	Langenthal	3.0	1.710125572077721e-05	8	1-50
4917	Busswil bei Melchnau Melchnau	16.142857142857142	9.202104268799166e-05	44	1-50
4922	Thunstetten	56.857142857142854	0.00032410951318425377	154	50-200
4923	Wynau	18.0	0.00010260753432466327	49	1-50
4924	Obersteckholz	2.5	1.4251046433981009e-05	7	1-50
4932	Lotzwil Madiswil	32.57142857142857	0.0001856707763970097	88	1-50
4933	Rütschelen	3.9285714285714284	2.2394501539113015e-05	11	1-50
4934	Madiswil	40.214285714285715	0.00022923826120946597	109	1-50
4935	Madiswil	2.7857142857142856	1.5879737455007408e-05	8	1-50
4936	Madiswil	8.571428571428571	4.886073063079203e-05	23	1-50
4937	Ursenbach	10.071428571428571	5.741135849118063e-05	27	1-50
4938	Rohrbach Rohrbachgraben	23.357142857142858	0.00013314549096890828	63	1-50
4942	Walterswil (BE)	7.785714285714286	4.4381830322969425e-05	21	1-50
4944	Auswil	3.4285714285714284	1.954429225231681e-05	9	1-50
4950	Huttwil	64.5	0.00036767699799671006	175	50-200
4953	Huttwil	16.5	9.405690646427466e-05	45	1-50
4954	Wyssachen	7.0	3.990293001514683e-05	19	1-50
4955	Gondiswil	3.7142857142857144	2.1172983273343213e-05	10	1-50
5000	Aarau	396.1428571428571	0.002258180100653105	1073	200-1k
5004	Aarau	1.7857142857142858	1.0179318881415007e-05	5	1-50
5012	Eppenberg-Wöschnau Schönenwerd	31.92857142857143	0.00018200622159970033	86	1-50
5013	Niedergösgen	28.285714285714285	0.0001612404110816137	77	1-50
5014	Gretzenbach	18.357142857142858	0.00010464339810094627	50	1-50
5015	Erlinsbach (SO)	15.642857142857142	8.917083340119546e-05	42	1-50
5018	Erlinsbach (AG)	12.857142857142858	7.329109594618805e-05	35	1-50
5022	Küttigen	4.857142857142857	2.7687747357448816e-05	13	1-50
5023	Biberstein	1.7857142857142858	1.0179318881415007e-05	5	1-50
5024	Küttigen	11.285714285714286	6.433329533054284e-05	31	1-50
5032	Aarau	11.857142857142858	6.759067737259564e-05	32	1-50
5033	Buchs (AG)	50.14285714285714	0.00028583527419013334	136	50-200
5034	Suhr	59.357142857142854	0.0003383605596182348	161	50-200
5035	Unterentfelden	20.571428571428573	0.00011726575351390089	56	1-50
5036	Oberentfelden	30.571428571428573	0.00017426993924982492	83	1-50
5037	Muhen	12.428571428571429	7.084805941464845e-05	34	1-50
5040	Schöftland	10.214285714285714	5.8225704001693834e-05	28	1-50
5042	Hirschthal	5.571428571428571	3.1759474910014816e-05	15	1-50
5043	Holziken	1.7857142857142858	1.0179318881415007e-05	5	1-50
5053	Staffelbach	2.142857142857143	1.2215182657698007e-05	6	1-50
5057	Reitnau	1.7857142857142858	1.0179318881415007e-05	5	1-50
5063	Wölflinswil	1.8571428571428572	1.0586491636671606e-05	5	1-50
5070	Frick	13.214285714285714	7.532695972247104e-05	36	1-50
5073	Gipf-Oberfrick	4.214285714285714	2.4023192560139417e-05	11	1-50
5074	Eiken	2.857142857142857	1.6286910210264012e-05	8	1-50
5080	Laufenburg	2.642857142857143	1.506539194449421e-05	7	1-50
5082	Kaisten	2.9285714285714284	1.669408296552061e-05	8	1-50
5102	Rupperswil	20.71428571428571	0.00011808009902441406	56	1-50
5103	Möriken-Wildegg	13.142857142857142	7.491978696721445e-05	36	1-50
5105	Auenstein	3.142857142857143	1.791560123129041e-05	9	1-50
5106	Veltheim (AG)	4.0	2.2801674294369615e-05	11	1-50
5107	Schinznach	3.857142857142857	2.1987328783856414e-05	10	1-50
5113	Holderbank (AG)	11.642857142857142	6.636915910682583e-05	32	1-50
5116	Schinznach-Bad	10.5	5.9854395022720236e-05	28	1-50
5200	Brugg	93.5	0.0005329891366308898	253	50-200
5210	Windisch	74.0	0.00042183097444583787	200	50-200
5212	Hausen (AG)	9.071428571428571	5.171093991758823e-05	25	1-50
5213	Villnachern	4.785714285714286	2.7280574602192216e-05	13	1-50
5222	Brugg	5.142857142857143	2.9316438378475222e-05	14	1-50
5223	Riniken	2.9285714285714284	1.669408296552061e-05	8	1-50
5225	Bözberg	1.8571428571428572	1.0586491636671606e-05	5	1-50
5233	Villigen	2.4285714285714284	1.3843873678724408e-05	7	1-50
5234	Villigen	8.857142857142858	5.048942165181844e-05	24	1-50
5242	Birr Lupfig	18.857142857142858	0.00010749360738774247	51	1-50
5243	Mülligen	3.2857142857142856	1.8729946741803612e-05	9	1-50
5244	Birrhard	3.0	1.710125572077721e-05	8	1-50
5272	Gansingen	2.2142857142857144	1.262235541295461e-05	6	1-50
5275	Mettauertal	3.9285714285714284	2.2394501539113015e-05	11	1-50
5300	Turgi	18.42857142857143	0.00010505057085620288	50	1-50
5301	Untersiggenthal	2.142857142857143	1.2215182657698007e-05	6	1-50
5303	Würenlingen	7.642857142857143	4.356748481245623e-05	21	1-50
5306	Tegerfelden	1.5714285714285714	8.957800615645206e-06	4	1-50
5312	Döttingen	4.142857142857143	2.3616019804882817e-05	11	1-50
5313	Klingnau	5.357142857142857	3.053795664424502e-05	15	1-50
5314	Böttstein	1.7142857142857142	9.772146126158405e-06	5	1-50
5316	Leuggern	5.357142857142857	3.053795664424502e-05	15	1-50
5322	Koblenz	8.5	4.845355787553543e-05	23	1-50
5324	Full-Reuenthal	3.2142857142857144	1.8322773986547012e-05	9	1-50
5326	Schwaderloch	1.8571428571428572	1.0586491636671606e-05	5	1-50
5330	Bad Zurzach	7.714285714285714	4.397465756771283e-05	21	1-50
5400	Baden	146.71428571428572	0.0008363328392970569	397	50-200
5405	Baden	16.714285714285715	9.527842473004446e-05	45	1-50
5406	Baden	2.857142857142857	1.6286910210264012e-05	8	1-50
5408	Ennetbaden	18.142857142857142	0.00010342187983517646	49	1-50
5412	Gebenstorf	11.214285714285714	6.392612257528624e-05	30	1-50
5413	Birmenstorf (AG)	5.785714285714286	3.298099317578462e-05	16	1-50
5415	Obersiggenthal	10.928571428571429	6.229743155425985e-05	30	1-50
5416	Obersiggenthal	1.9285714285714286	1.0993664391928207e-05	5	1-50
5417	Untersiggenthal	13.285714285714285	7.573413247772764e-05	36	1-50
5420	Ehrendingen	8.142857142857142	4.6417694099252425e-05	22	1-50
5426	Lengnau (AG)	2.857142857142857	1.6286910210264012e-05	8	1-50
5430	Wettingen	56.07142857142857	0.0003196306128764312	152	50-200
5432	Neuenhof	11.857142857142858	6.759067737259564e-05	32	1-50
5436	Würenlos	14.785714285714286	8.428476033811626e-05	40	1-50
5442	Fislisbach	15.571428571428571	8.876366064593885e-05	42	1-50
5443	Niederrohrdorf	9.928571428571429	5.659701298066744e-05	27	1-50
5444	Künten	2.4285714285714284	1.3843873678724408e-05	7	1-50
5452	Oberrohrdorf	5.571428571428571	3.1759474910014816e-05	15	1-50
5453	Remetschwil	1.9285714285714286	1.0993664391928207e-05	5	1-50
5502	Hunzenschwil	12.928571428571429	7.369826870144465e-05	35	1-50
5503	Schafisheim	10.357142857142858	5.904004951220704e-05	28	1-50
5504	Othmarsingen	14.071428571428571	8.021303278555025e-05	38	1-50
5506	Mägenwil	6.714285714285714	3.8274238994120426e-05	18	1-50
5507	Mellingen	21.428571428571427	0.00012215182657698007	58	1-50
5512	Wohlenschwil	4.214285714285714	2.4023192560139417e-05	11	1-50
5522	Tägerig	3.357142857142857	1.9137119497060213e-05	9	1-50
5524	Niederwil (AG)	2.9285714285714284	1.669408296552061e-05	8	1-50
5600	Ammerswil Lenzburg	93.5	0.0005329891366308898	253	50-200
5603	Staufen	9.142857142857142	5.211811267284483e-05	25	1-50
5604	Hendschiken	8.428571428571429	4.8046385120278835e-05	23	1-50
5605	Dottikon	12.5	7.125523216990504e-05	34	1-50
5606	Dintikon	7.357142857142857	4.193879379142982e-05	20	1-50
5608	Stetten (AG)	3.0714285714285716	1.7508428476033814e-05	8	1-50
5610	Wohlen (AG)	39.5	0.00022516653365689995	107	1-50
5612	Villmergen	14.357142857142858	8.184172380657665e-05	39	1-50
5614	Sarmenstorf	2.4285714285714284	1.3843873678724408e-05	7	1-50
5616	Meisterschwanden	2.357142857142857	1.343670092346781e-05	6	1-50
5620	Bremgarten (AG)	15.285714285714286	8.713496962491246e-05	41	1-50
5621	Zufikon	2.5714285714285716	1.4658219189237611e-05	7	1-50
5622	Waltenschwil	2.142857142857143	1.2215182657698007e-05	6	1-50
5623	Boswil	3.7857142857142856	2.1580156028599813e-05	10	1-50
5628	Aristau	2.357142857142857	1.343670092346781e-05	6	1-50
5630	Muri (AG)	15.142857142857144	8.632062411439927e-05	41	1-50
5634	Merenschwand	2.0714285714285716	1.1808009902441408e-05	6	1-50
5643	Sins	4.428571428571429	2.524471082590922e-05	12	1-50
5647	Oberrüti	1.7142857142857142	9.772146126158405e-06	5	1-50
5702	Niederlenz	13.357142857142858	7.614130523298425e-05	36	1-50
5703	Seon	10.071428571428571	5.741135849118063e-05	27	1-50
5704	Egliswil	2.357142857142857	1.343670092346781e-05	6	1-50
5705	Hallwil	1.7857142857142858	1.0179318881415007e-05	5	1-50
5707	Seengen	5.285714285714286	3.013078388898842e-05	14	1-50
5708	Birrwil	2.857142857142857	1.6286910210264012e-05	8	1-50
5712	Beinwil am See	2.5714285714285716	1.4658219189237611e-05	7	1-50
